Order Number,Manufacturing Time (days),Delivery Time (days),Units Shipped,Damaged Units,Returns,Supplier,Raw Material Lead Time (days)
ORD4795,2,3,180,9,2,S-3,3
ORD4796,4,1,59,0,2,S-2,5
ORD4797,2,2,52,2,0,S-1,6
ORD4798,2,4,95,6,2,S-2,5
ORD4799,8,1,199,4,3,S-2,4
ORD4800,6,4,116,8,3,S-1,4
ORD4801,6,4,146,6,4,S-3,2
ORD4802,7,3,68,2,4,S-2,2
ORD4803,9,3,111,0,3,S-3,6
ORD4804,2,4,147,4,0,S-2,6
ORD4805,9,2,106,9,4,S-1,5
ORD4806,7,4,144,4,2,S-1,5
ORD4807,7,2,156,6,3,S-2,6
ORD4808,7,1,137,0,1,S-2,6
ORD4809,7,4,190,9,0,S-2,2
ORD4810,5,2,193,1,0,S-1,2
ORD4811,8,1,193,5,3,S-2,2
ORD4812,8,1,164,7,1,S-1,6
ORD4813,5,3,168,3,0,S-2,5
ORD4814,2,1,101,2,4,S-1,3
ORD4815,5,3,90,2,1,S-2,3
ORD4816,2,1,97,2,2,S-3,5
ORD4817,6,1,140,1,4,S-3,5
ORD4818,8,2,88,0,1,S-1,5
ORD4819,3,2,62,4,3,S-2,2
ORD4820,4,3,181,9,0,S-3,4
ORD4821,8,4,145,4,4,S-2,6
ORD4822,5,2,158,4,3,S-2,2
ORD4823,5,1,153,3,1,S-2,3
ORD4824,6,3,147,2,2,S-3,6
ORD4825,5,3,92,2,0,S-1,5
ORD4826,2,3,137,1,0,S-3,3
ORD4827,2,1,142,4,4,S-1,5
ORD4828,3,2,175,3,3,S-3,5
ORD4829,3,4,158,5,1,S-2,5
ORD4830,8,3,96,1,1,S-2,6
ORD4831,3,1,141,1,3,S-2,3
ORD4832,2,2,90,7,0,S-3,3
ORD4833,9,2,52,5,3,S-3,5
ORD4834,7,4,170,2,1,S-1,2
ORD4835,7,3,126,4,3,S-3,4
ORD4836,3,1,144,2,0,S-1,2
ORD4837,3,2,62,1,4,S-3,6
ORD4838,2,1,154,2,0,S-2,4
ORD4839,6,2,67,0,2,S-3,2
ORD4840,8,3,86,6,2,S-2,3
ORD4841,5,3,104,5,3,S-3,2
ORD4842,8,4,101,4,0,S-1,5
ORD4843,4,2,85,5,0,S-3,6
ORD4844,7,1,163,7,1,S-2,2
ORD4845,9,2,101,2,4,S-3,2
ORD4846,7,1,68,2,0,S-1,4
ORD4847,2,4,189,4,3,S-1,5
ORD4848,8,2,141,4,1,S-1,4
ORD4849,9,3,188,0,1,S-1,6
ORD4850,2,1,97,3,3,S-3,6
ORD4851,4,3,150,8,3,S-1,5
ORD4852,9,4,148,7,0,S-3,4
ORD4853,8,4,193,2,0,S-3,5
ORD4854,9,1,96,4,1,S-3,4
ORD4855,4,2,116,4,1,S-1,3
ORD4856,3,3,80,6,4,S-1,5
ORD4857,8,3,125,7,1,S-3,6
ORD4858,4,1,57,8,3,S-3,4
ORD4859,5,1,93,6,3,S-3,3
ORD4860,5,1,84,1,4,S-2,6
ORD4861,7,4,63,7,2,S-2,4
ORD4862,5,4,159,7,2,S-1,3
ORD4863,8,3,53,1,3,S-2,6
ORD4864,5,2,194,5,2,S-3,6
ORD4865,5,1,161,9,2,S-3,3
ORD4866,9,4,118,0,4,S-1,6
ORD4867,3,2,98,6,1,S-1,4
ORD4868,7,1,104,9,1,S-2,4
ORD4869,2,2,130,1,2,S-3,6
ORD4870,7,1,189,4,0,S-1,2
ORD4871,7,2,188,6,4,S-1,3
ORD4872,7,3,164,9,2,S-2,2
ORD4873,4,1,124,8,0,S-1,4
ORD4874,2,1,147,0,0,S-2,6
ORD4875,4,3,176,8,4,S-3,5
ORD4876,3,1,160,4,1,S-2,5
ORD4877,3,1,150,5,3,S-1,2
ORD4878,6,4,163,7,0,S-2,2
ORD4879,6,3,78,1,3,S-2,2
ORD4880,9,4,111,6,3,S-3,4
ORD4881,3,3,102,3,4,S-2,4
ORD4882,3,2,166,8,1,S-1,6
ORD4883,4,3,140,5,4,S-1,4
ORD4884,9,3,155,6,0,S-3,6
ORD4885,3,4,135,5,1,S-3,6
ORD4886,8,1,177,7,2,S-3,2
ORD4887,2,3,149,5,1,S-1,5
ORD4888,4,1,143,6,4,S-2,2
ORD4889,3,3,125,7,4,S-1,4
ORD4890,4,4,52,0,3,S-1,3
ORD4891,4,3,130,9,2,S-3,4
ORD4892,5,2,154,3,1,S-3,5
ORD4893,9,3,81,5,2,S-2,4
ORD4894,6,3,57,0,3,S-2,5
ORD4895,9,1,136,3,2,S-2,3
ORD4896,4,1,79,5,2,S-2,3
ORD4897,9,2,192,6,1,S-1,6
ORD4898,7,3,123,5,2,S-2,4
ORD4899,8,1,172,3,3,S-1,6
ORD4900,8,3,170,6,0,S-1,2
ORD4901,4,4,87,9,0,S-2,2
ORD4902,7,4,192,1,4,S-2,2
ORD4903,8,2,164,5,0,S-1,2
ORD4904,5,4,158,4,1,S-3,2
ORD4905,3,1,127,1,4,S-2,4
ORD4906,4,1,85,8,0,S-3,6
ORD4907,5,2,139,6,0,S-1,6
ORD4908,9,3,89,2,4,S-3,5
ORD4909,2,1,123,6,1,S-1,2
ORD4910,9,4,95,5,4,S-3,3
ORD4911,5,1,156,6,1,S-3,5
ORD4912,6,2,195,3,1,S-3,5
ORD4913,6,4,149,9,3,S-1,4
ORD4914,3,4,110,7,0,S-1,5
ORD4915,9,4,52,7,0,S-1,3
ORD4916,7,2,131,6,2,S-2,6
ORD4917,3,2,56,6,4,S-1,5
ORD4918,8,3,80,9,3,S-2,4
ORD4919,7,3,114,7,0,S-1,2
ORD4920,7,3,144,0,2,S-2,3
ORD4921,7,2,113,5,3,S-3,2
ORD4922,7,4,126,1,1,S-3,5
ORD4923,6,4,52,0,0,S-1,6
ORD4924,9,1,142,9,4,S-2,4
ORD4925,8,3,84,6,3,S-3,3
ORD4926,6,4,64,5,2,S-3,6
ORD4927,4,4,70,4,4,S-2,3
ORD4928,8,4,111,4,1,S-1,4
ORD4929,6,4,132,8,4,S-3,4
ORD4930,3,2,53,8,2,S-1,5
ORD4931,6,3,190,5,1,S-1,3
ORD4932,8,4,116,2,2,S-2,5
ORD4933,8,4,143,6,0,S-2,3
ORD4934,3,4,107,3,2,S-3,3
ORD4935,2,4,179,4,4,S-2,2
ORD4936,9,1,74,6,0,S-3,5
ORD4937,8,4,60,6,0,S-3,3
ORD4938,6,4,50,9,3,S-3,3
ORD4939,3,4,97,7,4,S-1,4
ORD4940,7,1,162,0,4,S-1,2
ORD4941,9,2,187,4,1,S-2,4
ORD4942,8,1,130,8,2,S-2,5
ORD4943,9,4,79,6,2,S-3,5
ORD4944,9,2,163,1,4,S-3,3
ORD4945,5,4,68,0,2,S-1,6
ORD4946,9,2,159,7,4,S-1,4
ORD4947,7,4,83,8,0,S-3,5
ORD4948,4,4,81,9,2,S-3,3
ORD4949,9,2,125,4,2,S-2,3
ORD4950,8,2,175,5,4,S-3,4
ORD4951,3,4,183,1,4,S-3,3
ORD4952,7,1,190,4,1,S-3,2
ORD4953,6,1,135,3,2,S-1,6
ORD4954,6,1,124,7,3,S-1,4
ORD4955,8,1,184,7,4,S-2,4
ORD4956,2,2,94,4,3,S-2,4
ORD4957,5,2,114,7,0,S-2,3
ORD4958,8,1,143,5,0,S-3,3
ORD4959,3,3,68,9,3,S-3,4
ORD4960,7,3,168,5,0,S-1,4
ORD4961,5,3,96,3,3,S-3,2
ORD4962,2,4,95,9,1,S-3,5
ORD4963,8,1,78,2,1,S-1,2
ORD4964,4,4,149,8,0,S-2,4
ORD4965,5,2,114,4,3,S-3,3
ORD4966,2,2,177,9,3,S-1,3
ORD4967,8,3,100,9,3,S-1,4
ORD4968,9,3,71,3,0,S-2,5
ORD4969,8,2,159,5,3,S-1,6
ORD4970,3,3,120,3,4,S-2,6
ORD4971,8,3,82,5,3,S-2,2
ORD4972,4,2,176,9,4,S-2,5
ORD4973,8,4,158,7,1,S-2,6
ORD4974,6,3,149,7,4,S-2,5
ORD4975,2,4,93,5,1,S-1,3
ORD4976,9,3,56,0,0,S-3,3
ORD4977,6,1,177,0,1,S-2,5
ORD4978,8,4,140,2,1,S-2,4
ORD4979,4,4,179,1,3,S-3,6
ORD4980,2,3,66,0,2,S-3,6
ORD4981,2,4,114,0,1,S-2,3
ORD4982,8,1,159,5,4,S-3,2
ORD4983,4,2,79,6,0,S-2,6
ORD4984,3,1,141,7,4,S-1,3
ORD4985,9,2,124,2,0,S-3,3
ORD4986,2,1,154,0,4,S-3,5
ORD4987,9,1,80,4,1,S-1,5
ORD4988,4,4,146,7,2,S-3,5
ORD4989,5,1,100,3,1,S-1,2
ORD4990,6,3,107,1,3,S-2,6
ORD4991,2,3,83,8,4,S-3,2
ORD4992,5,3,70,8,2,S-3,2
ORD4993,2,3,86,2,4,S-1,5
ORD4994,3,4,113,6,3,S-2,3
ORD4995,8,3,196,0,3,S-2,4
ORD4996,4,1,173,7,3,S-1,3
ORD4997,2,3,150,7,1,S-3,3
ORD4998,4,4,168,2,1,S-3,3
ORD4999,7,2,134,4,2,S-1,3
ORD5000,2,1,127,3,3,S-1,2
ORD5001,3,1,153,6,1,S-1,5
ORD5002,3,4,121,6,0,S-3,5
ORD5003,8,2,152,7,0,S-1,3
ORD5004,8,3,126,4,1,S-2,4
ORD5005,5,2,159,4,2,S-1,6
ORD5006,3,1,68,7,4,S-2,3
ORD5007,4,1,179,4,3,S-2,3
ORD5008,7,1,183,0,1,S-1,4
ORD5009,9,2,182,2,2,S-2,2
ORD5010,3,3,111,1,4,S-3,3
ORD5011,2,1,152,9,2,S-1,4
ORD5012,9,4,149,4,4,S-3,2
ORD5013,9,3,101,7,0,S-3,2
ORD5014,3,1,98,8,4,S-2,3
ORD5015,7,3,149,8,0,S-3,2
ORD5016,4,4,175,0,3,S-3,3
ORD5017,2,2,167,0,1,S-1,3
ORD5018,5,1,103,0,0,S-1,5
ORD5019,5,4,168,0,2,S-3,6
ORD5020,5,1,182,8,4,S-2,6
ORD5021,8,1,186,0,2,S-2,5
ORD5022,2,2,147,6,0,S-1,3
ORD5023,9,2,85,5,2,S-1,4
ORD5024,5,3,197,8,4,S-1,2
ORD5025,8,4,130,8,1,S-2,5
ORD5026,3,4,134,3,2,S-1,5
ORD5027,9,2,132,8,3,S-3,5
ORD5028,2,1,112,5,4,S-2,5
ORD5029,2,3,116,4,4,S-3,6
ORD5030,2,2,52,8,3,S-1,3
ORD5031,6,3,91,6,0,S-2,5
ORD5032,8,3,73,8,3,S-1,5
ORD5033,9,4,93,4,0,S-2,5
ORD5034,4,3,178,3,1,S-1,4
ORD5035,6,4,164,9,0,S-2,4
ORD5036,6,1,85,2,1,S-2,2
ORD5037,6,1,87,4,1,S-2,3
ORD5038,4,2,131,8,3,S-3,5
ORD5039,6,1,78,2,1,S-1,2
ORD5040,5,4,90,0,0,S-1,2
ORD5041,2,3,137,1,2,S-2,3
ORD5042,9,3,97,9,4,S-3,4
ORD5043,9,1,163,4,4,S-2,3
ORD5044,2,4,71,2,0,S-1,2
ORD5045,8,3,148,5,2,S-1,3
ORD5046,3,1,66,7,1,S-2,4
ORD5047,7,4,135,5,0,S-2,2
ORD5048,5,4,182,9,1,S-2,3
ORD5049,4,3,110,8,3,S-1,5
ORD5050,7,2,138,5,2,S-2,5
ORD5051,2,2,183,4,4,S-2,3
ORD5052,6,4,130,3,0,S-1,3
ORD5053,9,4,144,1,4,S-2,4
ORD5054,8,1,194,5,1,S-3,2
ORD5055,8,4,108,1,1,S-1,3
ORD5056,3,1,103,4,3,S-2,2
ORD5057,3,1,175,0,1,S-2,5
ORD5058,2,1,97,2,1,S-1,2
ORD5059,5,4,117,9,4,S-1,6
ORD5060,8,4,156,4,4,S-3,4
ORD5061,7,1,127,6,0,S-2,4
ORD5062,3,3,126,7,0,S-2,2
ORD5063,9,4,76,6,1,S-2,4
ORD5064,9,2,137,6,2,S-1,2
ORD5065,2,3,121,1,0,S-1,2
ORD5066,5,2,96,5,1,S-1,5
ORD5067,2,4,152,4,4,S-2,2
ORD5068,2,3,70,8,3,S-2,4
ORD5069,5,4,164,9,4,S-1,6
ORD5070,5,4,106,3,4,S-3,3
ORD5071,5,3,154,6,3,S-2,4
ORD5072,9,4,144,7,4,S-3,6
ORD5073,9,3,159,5,0,S-1,4
ORD5074,2,4,76,2,4,S-2,6
ORD5075,3,1,177,4,3,S-3,4
ORD5076,4,2,125,0,1,S-2,3
ORD5077,4,1,84,7,1,S-3,5
ORD5078,2,4,147,1,1,S-2,5
ORD5079,2,4,193,9,3,S-3,3
ORD5080,3,4,85,6,3,S-3,4
ORD5081,5,1,115,8,0,S-1,6
ORD5082,2,4,105,0,3,S-1,2
ORD5083,8,3,194,3,1,S-3,4
ORD5084,9,2,197,6,3,S-2,3
ORD5085,6,4,143,8,2,S-3,5
ORD5086,5,4,155,1,4,S-2,5
ORD5087,8,2,133,1,0,S-2,4
ORD5088,9,2,185,5,1,S-2,6
ORD5089,2,2,195,2,1,S-2,3
ORD5090,6,1,67,3,2,S-1,3
ORD5091,8,1,195,2,0,S-3,6
ORD5092,7,4,174,0,4,S-2,6
ORD5093,3,2,51,5,0,S-1,4
ORD5094,9,4,125,1,0,S-2,4
ORD5095,6,4,187,1,1,S-2,5
ORD5096,2,4,191,6,3,S-1,5
ORD5097,4,1,75,4,4,S-1,6
ORD5098,8,2,96,7,0,S-2,2
ORD5099,2,4,79,1,2,S-3,2
ORD5100,4,1,105,9,1,S-1,2
ORD5101,3,3,168,7,3,S-3,3
ORD5102,3,3,181,6,3,S-2,4
ORD5103,5,4,188,9,1,S-2,6
ORD5104,8,4,179,7,0,S-2,5
ORD5105,5,2,189,2,1,S-2,2
ORD5106,4,2,70,7,3,S-2,5
ORD5107,4,4,117,5,3,S-2,4
ORD5108,3,1,175,1,2,S-3,6
ORD5109,6,4,92,5,2,S-1,2
ORD5110,4,2,149,4,3,S-2,2
ORD5111,4,2,172,2,2,S-1,6
ORD5112,8,1,142,0,2,S-3,5
ORD5113,6,4,189,6,2,S-2,4
ORD5114,5,2,178,1,3,S-2,4
ORD5115,5,4,165,0,0,S-1,4
ORD5116,4,2,164,0,0,S-1,5
ORD5117,8,3,191,6,4,S-1,5
ORD5118,5,3,168,0,2,S-2,2
ORD5119,5,3,142,8,0,S-1,5
ORD5120,7,2,191,5,4,S-1,3
ORD5121,8,1,58,3,1,S-3,6
ORD5122,5,3,122,3,2,S-2,5
ORD5123,3,2,75,4,0,S-2,4
ORD5124,2,4,155,1,0,S-2,5
ORD5125,4,3,194,4,0,S-1,2
ORD5126,9,1,117,1,4,S-3,6
ORD5127,4,1,159,3,1,S-1,6
ORD5128,3,1,180,9,2,S-2,4
ORD5129,9,4,74,4,0,S-1,6
ORD5130,2,4,70,5,3,S-2,3
ORD5131,2,1,189,5,2,S-1,6
ORD5132,3,1,103,8,3,S-1,4
ORD5133,6,1,50,3,4,S-2,6
ORD5134,6,4,177,4,0,S-1,5
ORD5135,2,4,50,5,2,S-2,2
ORD5136,6,2,184,3,2,S-1,5
ORD5137,6,3,59,5,0,S-1,3
ORD5138,6,4,192,1,1,S-1,3
ORD5139,2,1,89,6,4,S-2,2
ORD5140,9,3,188,2,0,S-1,2
ORD5141,6,4,94,9,2,S-1,2
ORD5142,9,3,136,3,1,S-3,2
ORD5143,4,2,190,8,2,S-3,6
ORD5144,7,4,76,4,3,S-2,5
ORD5145,2,1,99,8,2,S-2,3
ORD5146,3,1,110,9,4,S-2,6
ORD5147,6,2,62,9,0,S-2,2
ORD5148,5,2,189,9,2,S-1,4
ORD5149,2,2,134,9,3,S-1,4
ORD5150,8,2,133,5,3,S-2,5
ORD5151,3,2,69,7,0,S-2,3
ORD5152,7,4,80,4,3,S-3,3
ORD5153,4,4,57,4,0,S-2,5
ORD5154,9,3,73,2,4,S-3,2
ORD5155,9,2,82,6,0,S-2,2
ORD5156,8,1,91,1,1,S-2,3
ORD5157,3,1,192,2,3,S-1,3
ORD5158,6,2,188,1,3,S-2,3
ORD5159,5,2,143,7,2,S-3,2
ORD5160,6,2,86,3,1,S-1,4
ORD5161,3,2,196,9,2,S-3,5
ORD5162,2,2,83,7,0,S-2,5
ORD5163,8,1,102,7,4,S-1,6
ORD5164,5,3,189,7,3,S-3,6
ORD5165,9,2,145,7,4,S-2,4
ORD5166,8,2,154,7,0,S-3,3
ORD5167,8,2,97,8,0,S-2,4
ORD5168,5,4,89,1,1,S-3,6
ORD5169,9,1,137,8,2,S-2,6
ORD5170,9,1,92,7,3,S-3,5
ORD5171,3,3,66,9,3,S-1,4
ORD5172,7,4,151,0,4,S-2,2
ORD5173,7,4,160,4,1,S-2,6
ORD5174,6,4,119,1,0,S-3,5
ORD5175,3,3,109,9,1,S-2,3
ORD5176,5,3,126,4,3,S-1,4
ORD5177,3,3,84,7,2,S-3,6
ORD5178,5,4,65,8,4,S-3,2
ORD5179,8,1,195,8,0,S-3,6
ORD5180,6,4,87,0,0,S-1,2
ORD5181,2,3,81,6,0,S-1,4
ORD5182,8,4,56,7,2,S-2,2
ORD5183,9,2,95,9,3,S-3,2
ORD5184,2,4,67,2,3,S-1,5
ORD5185,3,4,120,5,1,S-2,4
ORD5186,5,1,89,2,1,S-1,6
ORD5187,2,1,137,8,3,S-1,3
ORD5188,8,1,127,2,0,S-1,4
ORD5189,5,2,54,1,2,S-2,4
ORD5190,6,1,135,8,3,S-1,3
ORD5191,8,2,71,7,2,S-1,6
ORD5192,9,3,123,7,4,S-1,5
ORD5193,3,1,139,1,0,S-3,6
ORD5194,5,4,128,5,4,S-1,3
ORD5195,3,4,168,4,3,S-3,6
ORD5196,5,2,178,1,1,S-1,4
ORD5197,8,1,127,4,3,S-3,5
ORD5198,7,4,85,3,4,S-1,2
ORD5199,7,3,144,8,2,S-3,6
ORD5200,5,1,77,0,3,S-3,2
ORD5201,6,3,147,5,1,S-3,5
ORD5202,3,4,84,6,4,S-1,2
ORD5203,9,1,111,5,3,S-2,6
ORD5204,4,2,136,4,4,S-3,3
ORD5205,5,4,157,3,4,S-3,4
ORD5206,5,3,174,4,0,S-3,4
ORD5207,7,1,128,8,2,S-3,2
ORD5208,2,3,174,4,0,S-3,4
ORD5209,8,3,110,9,4,S-2,4
ORD5210,7,2,75,7,1,S-1,3
ORD5211,3,2,106,6,1,S-2,2
ORD5212,7,4,181,3,0,S-1,3
ORD5213,4,2,91,9,1,S-2,3
ORD5214,6,2,71,4,4,S-1,5
ORD5215,8,4,188,6,3,S-3,2
ORD5216,4,4,139,5,4,S-1,3
ORD5217,6,4,107,2,3,S-1,6
ORD5218,4,4,56,9,1,S-3,4
ORD5219,9,3,185,2,2,S-3,2
ORD5220,8,3,100,1,2,S-1,5
ORD5221,7,4,139,2,4,S-1,3
ORD5222,4,4,157,9,4,S-3,6
ORD5223,7,1,58,0,1,S-2,4
ORD5224,8,1,87,8,2,S-3,4
ORD5225,7,1,160,1,2,S-1,6
ORD5226,3,2,62,2,4,S-1,2
ORD5227,7,3,56,4,2,S-1,4
ORD5228,2,3,188,9,4,S-3,4
ORD5229,4,1,116,3,0,S-3,4
ORD5230,8,1,90,4,2,S-2,3
ORD5231,5,3,65,5,3,S-1,3
ORD5232,5,2,93,4,1,S-1,4
ORD5233,5,1,99,9,4,S-3,5
ORD5234,8,4,183,0,2,S-1,4
ORD5235,2,1,67,5,2,S-2,2
ORD5236,7,3,196,8,4,S-3,5
ORD5237,4,3,100,2,3,S-1,2
ORD5238,6,1,52,1,2,S-3,6
ORD5239,6,1,138,5,0,S-3,6
ORD5240,8,4,103,2,1,S-2,3
ORD5241,3,4,98,3,4,S-3,3
ORD5242,2,2,77,5,2,S-1,3
ORD5243,4,2,87,5,1,S-2,6
ORD5244,7,4,77,1,4,S-3,2
ORD5245,5,2,81,2,4,S-1,5
ORD5246,2,2,90,8,4,S-3,3
ORD5247,2,1,85,1,3,S-3,6
ORD5248,4,4,152,2,0,S-2,3
ORD5249,8,1,85,8,4,S-2,4
ORD5250,7,1,156,3,3,S-2,5
ORD5251,9,2,175,0,4,S-2,2
ORD5252,9,1,136,1,4,S-1,3
ORD5253,8,3,115,2,3,S-3,4
ORD5254,8,2,187,8,0,S-2,4
ORD5255,3,3,119,8,1,S-1,5
ORD5256,8,2,128,5,2,S-2,6
ORD5257,7,1,142,5,4,S-3,6
ORD5258,3,2,141,2,0,S-2,3
ORD5259,9,3,71,4,2,S-3,3
ORD5260,3,2,69,3,4,S-3,6
ORD5261,5,3,82,9,2,S-1,2
ORD5262,5,4,192,9,3,S-2,2
ORD5263,9,1,184,8,0,S-2,4
ORD5264,4,3,139,8,0,S-3,5
ORD5265,9,4,99,0,1,S-2,2
ORD5266,7,1,59,7,1,S-3,3
ORD5267,8,4,128,8,2,S-1,2
ORD5268,3,3,86,4,3,S-2,5
ORD5269,4,1,108,3,2,S-3,3
ORD5270,3,4,137,9,4,S-2,5
ORD5271,2,3,153,3,0,S-2,6
ORD5272,6,4,112,1,2,S-1,5
ORD5273,6,1,70,8,2,S-3,5
ORD5274,3,1,153,4,0,S-1,5
ORD5275,4,1,128,2,0,S-1,3
ORD5276,9,3,86,5,1,S-1,5
ORD5277,5,4,94,8,1,S-3,5
ORD5278,7,4,191,8,0,S-3,4
ORD5279,3,3,92,4,2,S-2,3
ORD5280,3,1,165,7,4,S-3,5
ORD5281,7,2,134,3,2,S-1,2
ORD5282,9,1,133,4,4,S-3,5
ORD5283,8,2,52,6,0,S-2,2
ORD5284,5,1,153,6,4,S-1,6
ORD5285,3,3,136,6,1,S-2,6
ORD5286,2,2,160,7,0,S-3,3
ORD5287,5,3,136,4,3,S-2,3
ORD5288,2,2,140,0,4,S-2,6
ORD5289,6,4,84,8,4,S-3,3
ORD5290,7,2,145,8,3,S-2,2
ORD5291,5,2,135,6,3,S-3,2
ORD5292,8,2,185,5,0,S-1,4
ORD5293,5,4,165,4,2,S-2,3
ORD5294,4,3,195,4,3,S-1,3
ORD5295,4,4,141,2,4,S-3,4
ORD5296,7,2,189,9,3,S-3,5
ORD5297,8,1,51,0,0,S-2,2
ORD5298,5,4,173,5,0,S-2,5
ORD5299,9,1,53,7,4,S-3,4
ORD5300,6,4,158,1,4,S-3,3
ORD5301,8,4,160,7,4,S-1,5
ORD5302,3,2,83,7,2,S-1,3
ORD5303,7,3,136,9,4,S-2,4
ORD5304,9,3,62,7,0,S-2,6
ORD5305,8,2,56,9,0,S-2,3
ORD5306,7,4,81,2,3,S-2,5
ORD5307,8,3,72,9,4,S-2,5
ORD5308,4,3,96,7,2,S-2,4
ORD5309,6,3,78,3,1,S-2,5
ORD5310,7,2,72,2,3,S-2,2
ORD5311,6,1,87,8,2,S-1,3
ORD5312,7,1,176,7,4,S-3,2
ORD5313,4,1,93,9,2,S-3,4
ORD5314,3,1,54,1,1,S-2,2
ORD5315,9,1,89,7,2,S-3,2
ORD5316,4,3,188,2,1,S-2,3
ORD5317,7,3,127,9,1,S-1,3
ORD5318,6,4,155,5,1,S-2,6
ORD5319,2,3,179,4,2,S-1,2
ORD5320,4,2,98,7,4,S-1,3
ORD5321,6,4,172,8,0,S-1,2
ORD5322,8,3,84,6,0,S-2,2
ORD5323,8,4,155,5,2,S-1,4
ORD5324,4,4,121,5,4,S-2,4
ORD5325,7,1,158,0,0,S-1,2
ORD5326,8,4,174,4,1,S-1,4
ORD5327,6,3,120,7,2,S-3,3
ORD5328,9,1,88,5,2,S-2,2
ORD5329,3,3,140,0,3,S-3,4
ORD5330,6,1,86,4,3,S-1,3
ORD5331,8,3,130,4,3,S-3,2
ORD5332,8,1,181,2,4,S-1,2
ORD5333,5,1,72,7,2,S-3,4
ORD5334,2,2,191,8,3,S-3,3
ORD5335,7,3,54,5,2,S-2,2
ORD5336,6,4,159,5,1,S-2,2
ORD5337,8,1,67,1,3,S-3,6
ORD5338,7,3,76,9,2,S-3,2
ORD5339,4,1,73,1,4,S-2,6
ORD5340,4,2,78,5,4,S-1,6
ORD5341,6,2,188,7,4,S-1,3
ORD5342,5,2,195,1,3,S-1,5
ORD5343,8,2,172,8,4,S-1,6
ORD5344,6,4,177,8,0,S-3,3
ORD5345,3,4,161,3,1,S-1,4
ORD5346,5,1,166,3,2,S-3,6
ORD5347,8,3,181,3,0,S-3,5
ORD5348,8,2,82,4,3,S-1,4
ORD5349,7,2,91,7,2,S-1,6
ORD5350,6,4,174,1,2,S-1,6
ORD5351,8,4,53,4,4,S-2,5
ORD5352,7,2,69,1,2,S-3,2
ORD5353,8,3,117,7,2,S-1,5
ORD5354,2,1,107,0,1,S-2,3
ORD5355,5,1,129,6,3,S-3,3
ORD5356,6,1,183,2,0,S-3,5
ORD5357,2,1,144,3,4,S-3,5
ORD5358,6,3,53,7,1,S-1,5
ORD5359,3,3,93,2,0,S-1,5
ORD5360,4,3,174,6,0,S-3,5
ORD5361,9,4,91,0,1,S-3,6
ORD5362,7,2,78,8,4,S-2,4
ORD5363,6,3,196,5,3,S-2,3
ORD5364,5,1,93,2,1,S-3,3
ORD5365,6,3,104,6,1,S-2,4
ORD5366,6,2,129,4,1,S-3,5
ORD5367,6,4,182,7,4,S-2,4
ORD5368,9,1,162,7,1,S-3,5
ORD5369,8,4,70,8,1,S-1,3
ORD5370,6,3,127,5,2,S-3,2
ORD5371,8,1,199,3,2,S-1,3
ORD5372,5,1,79,1,2,S-3,3
ORD5373,5,3,72,2,2,S-1,2
ORD5374,6,3,54,4,1,S-2,4
ORD5375,8,2,112,7,2,S-1,6
ORD5376,4,3,108,9,0,S-2,5
ORD5377,6,3,131,1,3,S-3,5
ORD5378,7,3,101,4,2,S-2,3
ORD5379,7,1,114,8,4,S-2,2
ORD5380,5,2,88,1,3,S-2,3
ORD5381,9,1,52,7,0,S-3,3
ORD5382,7,3,120,2,3,S-1,4
ORD5383,7,2,64,7,3,S-2,5
ORD5384,3,3,121,3,0,S-3,6
ORD5385,6,1,119,3,2,S-2,2
ORD5386,6,1,53,6,0,S-1,6
ORD5387,6,3,143,4,4,S-2,2
ORD5388,6,2,194,3,0,S-2,5
ORD5389,2,1,83,6,1,S-2,4
ORD5390,6,3,173,2,1,S-1,6
ORD5391,9,4,183,8,3,S-1,2
ORD5392,8,3,85,4,2,S-3,3
ORD5393,5,3,148,2,2,S-2,5
ORD5394,8,2,129,1,1,S-2,4
ORD5395,9,3,115,6,4,S-2,3
ORD5396,5,4,185,6,0,S-2,4
ORD5397,2,3,192,4,0,S-1,2
ORD5398,6,4,140,3,0,S-1,3
ORD5399,4,1,129,1,4,S-2,4
ORD5400,8,3,108,1,4,S-2,5
ORD5401,6,2,59,6,0,S-2,6
ORD5402,5,3,56,9,0,S-2,6
ORD5403,8,4,161,6,4,S-3,3
ORD5404,3,4,125,3,0,S-3,5
ORD5405,7,2,61,3,4,S-2,5
ORD5406,3,4,128,3,3,S-2,4
ORD5407,4,3,95,1,1,S-2,3
ORD5408,6,4,81,8,1,S-3,5
ORD5409,2,3,164,0,4,S-1,4
ORD5410,6,3,163,7,0,S-3,5
ORD5411,4,4,175,5,1,S-3,3
ORD5412,4,2,139,9,2,S-2,5
ORD5413,7,1,110,6,0,S-2,5
ORD5414,4,2,110,4,4,S-1,5
ORD5415,3,1,151,5,2,S-2,6
ORD5416,7,2,163,5,4,S-2,2
ORD5417,6,3,141,8,0,S-1,3
ORD5418,8,3,178,9,3,S-2,6
ORD5419,6,4,156,3,3,S-2,2
ORD5420,2,1,98,4,3,S-2,5
ORD5421,4,1,74,3,0,S-3,5
ORD5422,4,4,65,0,0,S-2,6
ORD5423,5,2,190,9,2,S-3,4
ORD5424,7,4,157,5,0,S-2,3
ORD5425,5,2,93,4,0,S-2,2
ORD5426,7,4,132,3,2,S-3,5
ORD5427,3,1,96,5,2,S-3,3
