Order Number,Order Date,Order Status,Freight Cost
ORD5032,1/15/2023,On Time,54.7
ORD5033,1/16/2023,On Time,137.91
ORD5034,1/17/2023,On Time,131.28
ORD5035,1/18/2023,Late,116.48
ORD5036,1/19/2023,On Time,83.91
ORD5037,1/20/2023,Late,57.05
ORD5038,1/21/2023,Late,108
ORD5039,1/22/2023,On Time,121.97
ORD5040,1/23/2023,On Time,59.42
ORD5041,1/24/2023,On Time,113.38
ORD5042,1/25/2023,On Time,78.64
ORD5043,1/26/2023,On Time,126.42
ORD5044,1/27/2023,On Time,103.96
ORD5045,1/28/2023,Late,62.9
ORD5046,1/29/2023,Late,102.65
ORD5047,1/30/2023,On Time,89.57
ORD5048,1/31/2023,On Time,68.04
ORD5049,2/1/2023,On Time,134.15
ORD5050,2/2/2023,On Time,51.1
ORD5051,2/3/2023,On Time,81.21
ORD5052,2/4/2023,On Time,51.26
ORD5053,2/5/2023,On Time,59.6
ORD5054,2/6/2023,On Time,79.71
ORD5055,2/7/2023,Late,55.43
ORD5056,2/8/2023,On Time,109.66
ORD5057,2/9/2023,On Time,58.69
ORD5058,2/10/2023,On Time,120.17
ORD5059,2/11/2023,On Time,55.26
ORD5060,2/12/2023,On Time,55.93
ORD5061,2/13/2023,On Time,80.53
ORD5062,2/14/2023,On Time,139.66
ORD5063,2/15/2023,On Time,114.14
ORD5064,2/16/2023,On Time,127.01
ORD5065,2/17/2023,On Time,64.16
ORD5066,2/18/2023,On Time,133.41
ORD5067,2/19/2023,Late,50.81
ORD5068,2/20/2023,On Time,71.31
ORD5069,2/21/2023,Late,111.61
ORD5070,2/22/2023,On Time,87.52
ORD5071,2/23/2023,Late,148.42
ORD5072,2/24/2023,On Time,53.03
ORD5073,2/25/2023,On Time,149.86
ORD5074,2/26/2023,On Time,112.36
ORD5075,2/27/2023,On Time,105.87
ORD5076,2/28/2023,On Time,55.95
ORD5077,3/1/2023,On Time,77.33
ORD5078,3/2/2023,On Time,142.47
ORD5079,3/3/2023,On Time,85.42
ORD5080,3/4/2023,On Time,116.17
ORD5081,3/5/2023,On Time,149.95
ORD5082,3/6/2023,On Time,76.31
ORD5083,3/7/2023,On Time,107.61
ORD5084,3/8/2023,On Time,119.64
ORD5085,3/9/2023,Late,66.46
ORD5086,3/10/2023,On Time,64.87
ORD5087,3/11/2023,On Time,95.63
ORD5088,3/12/2023,Late,88.58
ORD5089,3/13/2023,On Time,121.42
ORD5090,3/14/2023,On Time,56.95
ORD5091,3/15/2023,On Time,147.22
ORD5092,3/16/2023,On Time,51.43
ORD5093,3/17/2023,On Time,110.13
ORD5094,3/18/2023,On Time,106.26
ORD5095,3/19/2023,On Time,63.47
ORD5096,3/20/2023,Late,65.09
ORD5097,3/21/2023,On Time,129.27
ORD5098,3/22/2023,On Time,138.76
ORD5099,3/23/2023,On Time,78.3
ORD5100,3/24/2023,On Time,93.8
ORD5101,3/25/2023,On Time,85.5
ORD5102,3/26/2023,On Time,57.25
ORD5103,3/27/2023,Late,117.32
ORD5104,3/28/2023,Late,132.52
ORD5105,3/29/2023,On Time,80.49
ORD5106,3/30/2023,On Time,149.02
ORD5107,3/31/2023,On Time,57.59
ORD5108,4/1/2023,On Time,116.18
ORD5109,4/2/2023,On Time,94.82
ORD5110,4/3/2023,On Time,94.66
ORD5111,4/4/2023,On Time,95.76
ORD5112,4/5/2023,On Time,75.87
ORD5113,4/6/2023,Late,121.56
ORD5114,4/7/2023,On Time,122.16
ORD5115,4/8/2023,On Time,78.24
ORD5116,4/9/2023,On Time,133.53
ORD5117,4/10/2023,On Time,81.68
ORD5118,4/11/2023,On Time,122.51
ORD5119,4/12/2023,On Time,62.1
ORD5120,4/13/2023,On Time,66.87
ORD5121,4/14/2023,On Time,81.58
ORD5122,4/15/2023,On Time,109.39
ORD5123,4/16/2023,On Time,114.55
ORD5124,4/17/2023,On Time,89.64
ORD5125,4/18/2023,Late,57.78
ORD5126,4/19/2023,On Time,87.36
ORD5127,4/20/2023,On Time,118.88
ORD5128,4/21/2023,On Time,117.1
ORD5129,4/22/2023,On Time,66.02
ORD5130,4/23/2023,On Time,50.78
ORD5131,4/24/2023,On Time,125.3
ORD5132,4/25/2023,On Time,60.64
ORD5133,4/26/2023,Late,58.23
ORD5134,4/27/2023,On Time,50.27
ORD5135,4/28/2023,On Time,93.26
ORD5136,4/29/2023,On Time,100.33
ORD5137,4/30/2023,On Time,113.77
ORD5138,5/1/2023,On Time,79.61
ORD5139,5/2/2023,On Time,121.04
ORD5140,5/3/2023,On Time,66.93
ORD5141,5/4/2023,On Time,133.2
ORD5142,5/5/2023,On Time,107.18
ORD5143,5/6/2023,On Time,108.39
ORD5144,5/7/2023,On Time,70.98
ORD5145,5/8/2023,On Time,57.41
ORD5146,5/9/2023,Late,96.47
ORD5147,5/10/2023,On Time,111.56
ORD5148,5/11/2023,On Time,59.5
ORD5149,5/12/2023,On Time,145.05
ORD5150,5/13/2023,On Time,148.04
ORD5151,5/14/2023,On Time,104.55
ORD5152,5/15/2023,Late,145.01
ORD5153,5/16/2023,On Time,67.94
ORD5154,5/17/2023,On Time,52.54
ORD5155,5/18/2023,On Time,53.94
ORD5156,5/19/2023,On Time,108.75
ORD5157,5/20/2023,On Time,56.16
ORD5158,5/21/2023,On Time,145.85
ORD5159,5/22/2023,On Time,64.19
ORD5160,5/23/2023,On Time,80.47
ORD5161,5/24/2023,On Time,132.25
ORD5162,5/25/2023,On Time,71.87
ORD5163,5/26/2023,On Time,74.3
ORD5164,5/27/2023,On Time,114.23
ORD5165,5/28/2023,On Time,77.61
ORD5166,5/29/2023,On Time,71.74
ORD5167,5/30/2023,On Time,75.42
ORD5168,5/31/2023,On Time,99.06
ORD5169,6/1/2023,On Time,146.61
ORD5170,6/2/2023,On Time,133.22
ORD5171,6/3/2023,On Time,78.46
ORD5172,6/4/2023,Late,86.34
ORD5173,6/5/2023,On Time,96.45
ORD5174,6/6/2023,On Time,147.89
ORD5175,6/7/2023,On Time,67.24
ORD5176,6/8/2023,On Time,85.75
ORD5177,6/9/2023,On Time,122.94
ORD5178,6/10/2023,On Time,146.39
ORD5179,6/11/2023,On Time,65.57
ORD5180,6/12/2023,On Time,72.74
ORD5181,6/13/2023,On Time,72.57
ORD5182,6/14/2023,On Time,52.09
ORD5183,6/15/2023,On Time,110.41
ORD5184,6/16/2023,On Time,117.07
ORD5185,6/17/2023,Late,110.25
ORD5186,6/18/2023,On Time,57.13
ORD5187,6/19/2023,On Time,56.92
ORD5188,6/20/2023,On Time,71.04
ORD5189,6/21/2023,On Time,79.03
ORD5190,6/22/2023,On Time,128.65
ORD5191,6/23/2023,On Time,65.94
ORD5192,6/24/2023,On Time,54.41
ORD5193,6/25/2023,On Time,89.4
ORD5194,6/26/2023,On Time,91.64
ORD5195,6/27/2023,Late,95.09
ORD5196,6/28/2023,On Time,132.69
ORD5197,6/29/2023,On Time,59.8
ORD5198,6/30/2023,On Time,120.39
ORD5199,7/1/2023,On Time,83.79
ORD5200,7/2/2023,On Time,81
ORD5201,7/3/2023,On Time,143.25
ORD5202,7/4/2023,On Time,74.85
ORD5203,7/5/2023,Late,114.25
ORD5204,7/6/2023,Late,77.51
ORD5205,7/7/2023,Late,100.71
ORD5206,7/8/2023,On Time,128.63
ORD5207,7/9/2023,On Time,138.17
ORD5208,7/10/2023,On Time,133.87
ORD5209,7/11/2023,On Time,108.22
ORD5210,7/12/2023,On Time,74.88
ORD5211,7/13/2023,On Time,116.12
ORD5212,7/14/2023,On Time,120.99
ORD5213,7/15/2023,On Time,51.07
ORD5214,7/16/2023,On Time,93.92
ORD5215,7/17/2023,Late,134.33
ORD5216,7/18/2023,On Time,98.96
ORD5217,7/19/2023,On Time,81.14
ORD5218,7/20/2023,On Time,137.18
ORD5219,7/21/2023,On Time,65.59
ORD5220,7/22/2023,Late,70.64
ORD5221,7/23/2023,On Time,118.74
ORD5222,7/24/2023,On Time,85.24
ORD5223,7/25/2023,On Time,121.3
ORD5224,7/26/2023,Late,65.77
ORD5225,7/27/2023,On Time,75.23
ORD5226,7/28/2023,Late,65.66
ORD5227,7/29/2023,On Time,145.29
ORD5228,7/30/2023,On Time,90.54
ORD5229,7/31/2023,On Time,83.72
ORD5230,8/1/2023,Late,51.42
ORD5231,8/2/2023,On Time,65.34
ORD5232,8/3/2023,On Time,92.11
ORD5233,8/4/2023,On Time,56.85
ORD5234,8/5/2023,On Time,101.07
ORD5235,8/6/2023,On Time,95.5
ORD5236,8/7/2023,Late,126.72
ORD5237,8/8/2023,On Time,115.98
ORD5238,8/9/2023,On Time,94.59
ORD5239,8/10/2023,On Time,72.47
ORD5240,8/11/2023,On Time,122.69
ORD5241,8/12/2023,On Time,120.79
ORD5242,8/13/2023,On Time,65.33
ORD5243,8/14/2023,On Time,141.48
ORD5244,8/15/2023,On Time,56.44
ORD5245,8/16/2023,On Time,55.5
ORD5246,8/17/2023,On Time,68.74
ORD5247,8/18/2023,On Time,140.95
ORD5248,8/19/2023,Late,102
ORD5249,8/20/2023,Late,128.79
ORD5250,8/21/2023,Late,72.78
ORD5251,8/22/2023,On Time,99.02
ORD5252,8/23/2023,On Time,85.83
ORD5253,8/24/2023,On Time,132.78
ORD5254,8/25/2023,On Time,52.26
ORD5255,8/26/2023,On Time,74.38
ORD5256,8/27/2023,On Time,65.26
ORD5257,8/28/2023,On Time,135.92
ORD5258,8/29/2023,On Time,96.75
ORD5259,8/30/2023,Late,90.42
ORD5260,8/31/2023,On Time,94.95
ORD5261,9/1/2023,Late,147.19
ORD5262,9/2/2023,On Time,135.03
ORD5263,9/3/2023,On Time,120.64
ORD5264,9/4/2023,On Time,79.05
ORD5265,9/5/2023,On Time,66.52
ORD5266,9/6/2023,Late,142.14
ORD5267,9/7/2023,Late,92.31
ORD5268,9/8/2023,On Time,77.88
ORD5269,9/9/2023,On Time,97.09
ORD5270,9/10/2023,Late,141.78
ORD5271,9/11/2023,On Time,88.71
ORD5272,9/12/2023,Late,106.26
ORD5273,9/13/2023,On Time,130.3
ORD5274,9/14/2023,On Time,92.71
ORD5275,9/15/2023,On Time,73.35
ORD5276,9/16/2023,On Time,149.45
ORD5277,9/17/2023,On Time,145.66
ORD5278,9/18/2023,On Time,134.35
ORD5279,9/19/2023,On Time,118.84
ORD5280,9/20/2023,On Time,79.49
ORD5281,9/21/2023,On Time,141.34
ORD5282,9/22/2023,On Time,77.56
ORD5283,9/23/2023,On Time,130.08
ORD5284,9/24/2023,On Time,141.83
ORD5285,9/25/2023,On Time,110.3
ORD5286,9/26/2023,Late,130.31
ORD5287,9/27/2023,Late,129.17
ORD5288,9/28/2023,On Time,69.32
ORD5289,9/29/2023,On Time,116.79
ORD5290,9/30/2023,Late,59.35
ORD5291,10/1/2023,Late,100.79
ORD5292,10/2/2023,On Time,66.22
ORD5293,10/3/2023,On Time,91.63
ORD5294,10/4/2023,On Time,133.3
ORD5295,10/5/2023,On Time,148.72
ORD5296,10/6/2023,On Time,81.8
ORD5297,10/7/2023,On Time,103.2
ORD5298,10/8/2023,Late,101.13
ORD5299,10/9/2023,Late,145.44
ORD5300,10/10/2023,On Time,97.86
ORD5301,10/11/2023,On Time,119.91
ORD5302,10/12/2023,On Time,142.18
ORD5303,10/13/2023,Late,87.34
ORD5304,10/14/2023,On Time,140.21
ORD5305,10/15/2023,On Time,141.75
ORD5306,10/16/2023,On Time,143.07
ORD5307,10/17/2023,On Time,77.04
ORD5308,10/18/2023,On Time,90.04
ORD5309,10/19/2023,On Time,137.04
ORD5310,10/20/2023,On Time,85.92
ORD5311,10/21/2023,Late,110.03
ORD5312,10/22/2023,Late,61.81
ORD5313,10/23/2023,Late,55.63
ORD5314,10/24/2023,On Time,91.2
ORD5315,10/25/2023,On Time,107.89
ORD5316,10/26/2023,On Time,89.27
ORD5317,10/27/2023,Late,107.77
ORD5318,10/28/2023,On Time,101.51
ORD5319,10/29/2023,On Time,118.57
ORD5320,10/30/2023,On Time,114.95
ORD5321,10/31/2023,On Time,92.42
ORD5322,11/1/2023,On Time,92.5
ORD5323,11/2/2023,On Time,64.08
ORD5324,11/3/2023,On Time,101.32
ORD5325,11/4/2023,On Time,108.72
ORD5326,11/5/2023,Late,97.65
ORD5327,11/6/2023,On Time,82.57
ORD5328,11/7/2023,On Time,122.16
ORD5329,11/8/2023,On Time,57.47
ORD5330,11/9/2023,Late,141.44
ORD5331,11/10/2023,On Time,52.06
ORD5332,11/11/2023,Late,146.24
ORD5333,11/12/2023,On Time,96.24
ORD5334,11/13/2023,Late,91.27
ORD5335,11/14/2023,Late,75.64
ORD5336,11/15/2023,On Time,51.01
ORD5337,11/16/2023,On Time,77.48
ORD5338,11/17/2023,On Time,60.94
ORD5339,11/18/2023,On Time,115.98
ORD5340,11/19/2023,On Time,81.91
ORD5341,11/20/2023,On Time,126.72
ORD5342,11/21/2023,On Time,70.69
ORD5343,11/22/2023,On Time,140.02
ORD5344,11/23/2023,On Time,102.3
ORD5345,11/24/2023,On Time,61.45
ORD5346,11/25/2023,On Time,90.08
ORD5347,11/26/2023,On Time,70.68
ORD5348,11/27/2023,On Time,69.97
ORD5349,11/28/2023,On Time,100.64
ORD5350,11/29/2023,Late,117.19
ORD5351,11/30/2023,On Time,141.16
ORD5352,12/1/2023,On Time,100.22
ORD5353,12/2/2023,On Time,146.58
ORD5354,12/3/2023,Late,144.16
ORD5355,12/4/2023,Late,136.51
ORD5356,12/5/2023,Late,100
ORD5357,12/6/2023,On Time,64.09
ORD5358,12/7/2023,On Time,71.79
ORD5359,12/8/2023,On Time,114.77
ORD5360,12/9/2023,On Time,92.18
ORD5361,12/10/2023,Late,64.68
ORD5362,12/11/2023,On Time,97.9
ORD5363,12/12/2023,On Time,51.74
ORD5364,12/13/2023,On Time,123.39
ORD5365,12/14/2023,Late,57.36
ORD5366,12/15/2023,On Time,112.91
ORD5367,12/16/2023,On Time,129.3
ORD5368,12/17/2023,On Time,63.26
ORD5369,12/18/2023,On Time,101.86
ORD5370,12/19/2023,On Time,127.91
ORD5371,12/20/2023,Late,76.06
ORD5372,12/21/2023,On Time,66.29
ORD5373,12/22/2023,On Time,83.68
ORD5374,12/23/2023,On Time,105.47
ORD5375,12/24/2023,On Time,107.53
ORD5376,12/25/2023,Late,63.09
ORD5377,12/26/2023,On Time,95.76
ORD5378,12/27/2023,On Time,76.83
ORD5379,12/28/2023,Late,134.2
ORD5380,12/29/2023,On Time,81.36
ORD5381,12/30/2023,On Time,133.87
ORD5382,12/31/2023,On Time,92.86
ORD5383,1/1/2023,On Time,122.66
ORD5384,1/2/2023,On Time,101.01
ORD5385,1/3/2023,On Time,112.2
ORD5386,1/4/2023,On Time,89.54
ORD5387,1/5/2023,On Time,126.82
ORD5388,1/6/2023,On Time,92.52
ORD5389,1/7/2023,On Time,95.75
ORD5390,1/8/2023,Late,101.77
ORD5391,1/9/2023,On Time,133.18
ORD5392,1/10/2023,On Time,115.94
ORD5393,1/11/2023,On Time,84.92
ORD5394,1/12/2023,On Time,117.03
ORD5395,1/13/2023,On Time,114.24
ORD5396,1/14/2023,On Time,143.1
ORD5397,1/15/2023,On Time,134.14
ORD5398,1/16/2023,On Time,114.74
ORD5399,1/17/2023,On Time,84.15
ORD5400,1/18/2023,Late,127.96
ORD5401,1/19/2023,Late,107.52
ORD5402,1/20/2023,On Time,148.53
ORD5403,1/21/2023,On Time,74.75
ORD5404,1/22/2023,On Time,57.97
ORD5405,1/23/2023,On Time,56.99
ORD5406,1/24/2023,On Time,114
ORD5407,1/25/2023,Late,143.93
ORD5408,1/26/2023,On Time,50.19
ORD5409,1/27/2023,On Time,122.58
ORD5410,1/28/2023,On Time,115.71
ORD5411,1/29/2023,On Time,123.23
ORD5412,1/30/2023,Late,85.54
ORD5413,1/31/2023,On Time,132.05
ORD5414,2/1/2023,Late,54.47
ORD5415,2/2/2023,On Time,125.54
ORD5416,2/3/2023,On Time,76.71
ORD5417,2/4/2023,Late,97.68
ORD5418,2/5/2023,On Time,132.26
ORD5419,2/6/2023,Late,77.14
ORD5420,2/7/2023,On Time,68.52
ORD5421,2/8/2023,On Time,118.13
ORD5422,2/9/2023,Late,103.34
ORD5423,2/10/2023,On Time,101.44
ORD5424,2/11/2023,Late,75.68
ORD5425,2/12/2023,Late,53.49
ORD5426,2/13/2023,On Time,91.03
ORD5427,2/14/2023,On Time,60.66
ORD5428,2/15/2023,On Time,140.6
ORD5429,2/16/2023,On Time,54.13
ORD5430,2/17/2023,On Time,93.17
ORD5431,2/18/2023,On Time,55.22
ORD5432,2/19/2023,On Time,59.55
ORD5433,2/20/2023,On Time,115.89
ORD5434,2/21/2023,Late,114.71
ORD5435,2/22/2023,Late,53.31
ORD5436,2/23/2023,On Time,50.11
ORD5437,2/24/2023,On Time,57.88
ORD5438,2/25/2023,Late,126.3
ORD5439,2/26/2023,On Time,108.46
ORD5440,2/27/2023,On Time,53.81
ORD5441,2/28/2023,Late,98.81
ORD5442,2/28/2023,On Time,121.2
ORD5443,3/1/2023,On Time,136.9
ORD5444,3/2/2023,Late,143.4
ORD5445,3/3/2023,Late,82.74
ORD5446,3/4/2023,On Time,63.58
ORD5447,3/5/2023,On Time,73.69
ORD5448,3/6/2023,On Time,127.62
ORD5449,3/7/2023,On Time,147.15
ORD5450,3/8/2023,On Time,96.64
ORD5451,3/9/2023,On Time,80.54
ORD5452,3/10/2023,Late,92.92
ORD5453,3/11/2023,On Time,80.48
ORD5454,3/12/2023,On Time,75.65
ORD5455,3/13/2023,On Time,109.38
ORD5456,3/14/2023,On Time,51.57
ORD5457,3/15/2023,On Time,75.96
ORD5458,3/16/2023,On Time,116.14
ORD5459,3/17/2023,On Time,53.21
ORD5460,3/18/2023,On Time,58.32
ORD5461,3/19/2023,On Time,79.34
ORD5462,3/20/2023,Late,137.78
ORD5463,3/21/2023,On Time,126.49
ORD5464,3/22/2023,On Time,52.22
ORD5465,3/23/2023,Late,100.17
ORD5466,3/24/2023,Late,77.47
ORD5467,3/25/2023,On Time,114.86
ORD5468,3/26/2023,On Time,122.16
ORD5469,3/27/2023,Late,136.29
ORD5470,3/28/2023,Late,97.54
ORD5471,3/29/2023,On Time,149.45
ORD5472,3/30/2023,On Time,148
ORD5473,3/31/2023,On Time,138.22
ORD5474,4/1/2023,On Time,107.49
ORD5475,4/2/2023,On Time,89.8
ORD5476,4/3/2023,On Time,86.44
ORD5477,4/4/2023,Late,51.21
ORD5478,4/5/2023,On Time,74.92
ORD5479,4/6/2023,On Time,121.88
ORD5480,4/7/2023,On Time,110.36
ORD5481,4/8/2023,On Time,141.64
ORD5482,4/9/2023,On Time,55
ORD5483,4/10/2023,On Time,65.53
ORD5484,4/11/2023,On Time,128.92
ORD5485,4/12/2023,On Time,85.85
ORD5486,4/13/2023,Late,61.83
ORD5487,4/14/2023,On Time,149.65
ORD5488,4/15/2023,On Time,128.73
ORD5489,4/16/2023,Late,90.87
ORD5490,4/17/2023,On Time,132.33
ORD5491,4/18/2023,On Time,118.06
ORD5492,4/19/2023,Late,129
ORD5493,4/20/2023,On Time,131.52
ORD5494,4/21/2023,On Time,58.47
ORD5495,4/22/2023,On Time,112.3
ORD5496,4/23/2023,Late,50.68
ORD5497,4/24/2023,On Time,54.35
ORD5498,4/25/2023,On Time,140.4
ORD5499,4/26/2023,On Time,102.76
ORD5500,4/27/2023,On Time,123.59
ORD5501,4/28/2023,On Time,133.85
ORD5502,4/29/2023,On Time,144.96
ORD5503,4/30/2023,On Time,136.94
ORD5504,5/1/2023,On Time,98.33
ORD5505,5/2/2023,On Time,83.6
ORD5506,5/3/2023,On Time,65.45
ORD5507,5/4/2023,Late,90.03
ORD5508,5/5/2023,On Time,86.65
ORD5509,5/6/2023,Late,105.96
ORD5510,5/7/2023,Late,116.55
ORD5511,5/8/2023,On Time,147.83
ORD5512,5/9/2023,On Time,122.84
ORD5513,5/10/2023,Late,114.37
ORD5514,5/11/2023,On Time,83.51
ORD5515,5/12/2023,Late,53.45
ORD5516,5/13/2023,On Time,78.81
ORD5517,5/14/2023,On Time,126.84
ORD5518,5/15/2023,On Time,70.53
ORD5519,5/16/2023,On Time,121.22
ORD5520,5/17/2023,Late,107.98
ORD5521,5/18/2023,On Time,67.19
ORD5522,5/19/2023,On Time,76.16
ORD5523,5/20/2023,Late,99.63
ORD5524,5/21/2023,On Time,91.84
ORD5525,5/22/2023,On Time,127.86
ORD5526,5/23/2023,On Time,123.44
ORD5527,5/24/2023,On Time,107.46
ORD5528,5/25/2023,On Time,132.23
ORD5529,5/26/2023,On Time,106.27
ORD5530,5/27/2023,On Time,146.44
ORD5531,5/28/2023,On Time,71.72
ORD5532,5/29/2023,On Time,121.41
ORD5533,5/30/2023,On Time,86.99
ORD5534,5/31/2023,On Time,77.9
ORD5535,6/1/2023,On Time,68.04
ORD5536,6/2/2023,On Time,105.25
ORD5537,6/3/2023,On Time,71.55
ORD5538,6/4/2023,Late,70.04
ORD5539,6/5/2023,On Time,149.05
ORD5540,6/6/2023,On Time,130.17
ORD5541,6/7/2023,On Time,124.83
ORD5542,6/8/2023,On Time,129.41
ORD5543,6/9/2023,On Time,146.89
ORD5544,6/10/2023,On Time,107.33
ORD5545,6/11/2023,On Time,72.02
ORD5546,6/12/2023,On Time,136.22
ORD5547,6/13/2023,Late,124.27
ORD5548,6/14/2023,On Time,91.43
ORD5549,6/15/2023,On Time,97.36
ORD5550,6/16/2023,Late,91.13
ORD5551,6/17/2023,On Time,142.99
ORD5552,6/18/2023,On Time,84.35
ORD5553,6/19/2023,On Time,146.35
ORD5554,6/20/2023,On Time,141.03
ORD5555,6/21/2023,On Time,113.05
ORD5556,6/22/2023,On Time,107.98
ORD5557,6/23/2023,On Time,87.01
ORD5558,6/24/2023,On Time,51.83
ORD5559,6/25/2023,On Time,62.76
ORD5560,6/26/2023,Late,125.42
ORD5561,6/27/2023,On Time,97.15
ORD5562,6/28/2023,On Time,64.98
ORD5563,6/29/2023,On Time,76.4
ORD5564,6/30/2023,On Time,144.78
ORD5565,7/1/2023,Late,86.71
ORD5566,7/2/2023,On Time,140.77
ORD5567,7/3/2023,On Time,80.46
ORD5568,7/4/2023,On Time,104.32
ORD5569,7/5/2023,On Time,52.05
ORD5570,7/6/2023,On Time,102.19
ORD5571,7/7/2023,On Time,113.69
ORD5572,7/8/2023,On Time,73.43
ORD5573,7/9/2023,On Time,107.89
ORD5574,7/10/2023,On Time,114.72
ORD5575,7/11/2023,Late,118.69
ORD5576,7/12/2023,On Time,127.64
ORD5577,7/13/2023,On Time,81.13
ORD5578,7/14/2023,On Time,106.78
ORD5579,7/15/2023,On Time,148.16
ORD5580,7/16/2023,On Time,139.81
ORD5581,7/17/2023,Late,145.27
ORD5582,7/18/2023,On Time,88.61
ORD5583,7/19/2023,Late,128.69
ORD5584,7/20/2023,On Time,111.99
ORD5585,7/21/2023,On Time,58.27
ORD5586,7/22/2023,On Time,132.4
ORD5587,7/23/2023,On Time,117.71
ORD5588,7/24/2023,On Time,69.89
ORD5589,7/25/2023,On Time,57.97
ORD5590,7/26/2023,Late,133.7
ORD5591,7/27/2023,Late,57.89
ORD5592,7/28/2023,On Time,59.14
ORD5593,7/29/2023,On Time,92.74
ORD5594,7/30/2023,On Time,63.48
ORD5595,7/31/2023,On Time,141.37
ORD5596,8/1/2023,On Time,97.03
ORD5597,8/2/2023,On Time,106.92
ORD5598,8/3/2023,On Time,142.81
ORD5599,8/4/2023,On Time,103.03
ORD5600,8/5/2023,On Time,85.36
ORD5601,8/6/2023,On Time,129.72
ORD5602,8/7/2023,On Time,94.29
ORD5603,8/8/2023,On Time,81.85
ORD5604,8/9/2023,On Time,122.32
ORD5605,8/10/2023,On Time,130.16
ORD5606,8/11/2023,On Time,129.17
ORD5607,8/12/2023,On Time,147.77
ORD5608,8/13/2023,On Time,128.67
ORD5609,8/14/2023,On Time,126.99
ORD5610,8/15/2023,On Time,135.75
ORD5611,8/16/2023,On Time,50.02
ORD5612,8/17/2023,On Time,86.24
ORD5613,8/18/2023,On Time,123.76
ORD5614,8/19/2023,On Time,109.97
ORD5615,8/20/2023,On Time,67.76
ORD5616,8/21/2023,On Time,80.37
ORD5617,8/22/2023,Late,83.68
ORD5618,8/23/2023,On Time,106.78
ORD5619,8/24/2023,Late,133.16
ORD5620,8/25/2023,On Time,143.25
ORD5621,8/26/2023,On Time,125.01
ORD5622,8/27/2023,On Time,134.3
ORD5623,8/28/2023,On Time,97.01
ORD5624,8/29/2023,On Time,88.98
ORD5625,8/30/2023,On Time,89.27
ORD5626,8/31/2023,On Time,111.6
ORD5627,9/1/2023,On Time,62.42
ORD5628,9/2/2023,On Time,107.95
ORD5629,9/3/2023,On Time,116.51
ORD5630,9/4/2023,On Time,93.89
ORD5631,9/5/2023,On Time,145.32
ORD5632,9/6/2023,On Time,110.82
ORD5633,9/7/2023,Late,72
ORD5634,9/8/2023,Late,97.92
ORD5635,9/9/2023,On Time,117.54
ORD5636,9/10/2023,On Time,82.36
ORD5637,9/11/2023,Late,57.96
ORD5638,9/12/2023,On Time,108.34
ORD5639,9/13/2023,On Time,144.79
ORD5640,9/14/2023,Late,98.51
ORD5641,9/15/2023,On Time,140.61
ORD5642,9/16/2023,On Time,133.5
ORD5643,9/17/2023,On Time,64.74
ORD5644,9/18/2023,On Time,120.82
ORD5645,9/19/2023,Late,93.55
ORD5646,9/20/2023,On Time,75.02
ORD5647,9/21/2023,On Time,118.69
ORD5648,9/22/2023,On Time,124.27
ORD5649,9/23/2023,On Time,67.99
ORD5650,9/24/2023,On Time,141.44
ORD5651,9/25/2023,On Time,125.11
ORD5652,9/26/2023,Late,143.34
ORD5653,9/27/2023,On Time,81.71
ORD5654,9/28/2023,On Time,143.93
ORD5655,9/29/2023,On Time,86.85
ORD5656,9/30/2023,On Time,55.4
ORD5657,10/1/2023,Late,126.3
ORD5658,10/2/2023,On Time,120.35
ORD5659,10/3/2023,On Time,109.79
ORD5660,10/4/2023,On Time,98.99
ORD5661,10/5/2023,On Time,53.22
ORD5662,10/6/2023,On Time,112.46
ORD5663,10/7/2023,On Time,91.68
ORD5664,10/8/2023,On Time,106.02
ORD5665,10/9/2023,Late,92.93
ORD5666,10/10/2023,On Time,146.61
ORD5667,10/11/2023,Late,110.41
ORD5668,10/12/2023,On Time,124.92
ORD5669,10/13/2023,On Time,143.63
ORD5670,10/14/2023,On Time,109.16
ORD5671,10/15/2023,On Time,51.21
ORD5672,10/16/2023,On Time,53.43
ORD5673,10/17/2023,On Time,120.23
ORD5674,10/18/2023,On Time,77.91
ORD5675,10/19/2023,Late,107.94
ORD5676,10/20/2023,On Time,70.23
ORD5677,10/21/2023,On Time,77.02
ORD5678,10/22/2023,Late,100.46
ORD5679,10/23/2023,On Time,147.56
ORD5680,10/24/2023,On Time,111.63
ORD5681,10/25/2023,On Time,143.61
ORD5682,10/26/2023,On Time,145.94
ORD5683,10/27/2023,On Time,70.81
ORD5684,10/28/2023,Late,81.12
ORD5685,10/29/2023,On Time,127
ORD5686,10/30/2023,On Time,136.68
ORD5687,10/31/2023,On Time,101.92
ORD5688,11/1/2023,On Time,149.32
ORD5689,11/2/2023,On Time,51.16
ORD5690,11/3/2023,On Time,79.96
ORD5691,11/4/2023,On Time,112.32
ORD5692,11/5/2023,On Time,96.93
ORD5693,11/6/2023,On Time,61.66
ORD5694,11/7/2023,On Time,86.78
ORD5695,11/8/2023,On Time,52.54
ORD5696,11/9/2023,On Time,114.27
ORD5697,11/10/2023,On Time,139.27
ORD5698,11/11/2023,Late,138.49
ORD5699,11/12/2023,On Time,119.95
ORD5700,11/13/2023,On Time,96.58
ORD5701,11/14/2023,On Time,101.2
ORD5702,11/15/2023,On Time,63.69
ORD5703,11/16/2023,Late,84.1
